stage,srr,module,rank,status,module_key,issue,desc,possible_causes,possible_solutions
trimmed,SRR30333752,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333753,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333753,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333754,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333754,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333755,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333755,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333756,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333756,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333757,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333757,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333758,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333758,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333759,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333759,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333760,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333760,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333761,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333761,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333762,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
trimmed,SRR30333762,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333763,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333764,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333765,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333766,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333767,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333768,Per base sequence content,2,fail,per_base_sequence_content,A/C/G/T positional bias across cycles,Position-specific base composition bias is common in RNA-seq but outliers can indicate prep artifacts.,"Random-priming bias, library prep artifacts, poly-A/T signal, adapters/primers.","Usually document; if tied to adapters/primers, clip; investigate only if a subset are strong outliers."
raw,SRR30333743,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333743,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333744,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333744,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333745,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333745,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333748,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333748,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333751,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333751,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333752,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333752,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333753,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333753,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333754,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333754,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333755,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333755,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333756,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333756,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333757,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333757,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333758,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333758,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333759,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333759,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333760,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333760,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333761,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333761,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333762,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
trimmed,SRR30333762,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333763,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333764,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333765,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333766,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333767,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333768,Per sequence GC content,1,warn,per_sequence_gc_content,GC distribution differs from expectation,FastQC may warn/fail due to transcriptome composition; worry mainly about shifts/second peaks in a subset.,"Transcriptome composition/expression bias, library bias; sometimes contamination.","Compare GC curves across SRRs; if outliers persist after trimming, flag as possible contamination/batch effect."
raw,SRR30333743,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333743,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333744,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333744,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333745,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333745,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333746,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333746,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333747,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333747,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333748,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333748,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333749,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333749,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333750,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333750,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333751,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333751,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333752,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333752,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333753,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333753,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333754,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333754,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333755,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333755,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333756,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
trimmed,SRR30333756,Per tile sequence quality,2,fail,per_tile_sequence_quality,Tile-level quality variation,"A small subset of tiles have worse quality, usually an instrument/flowcell effect.",Flowcell/instrument tile issues.,Mostly note and proceed; flag if it co-occurs with other strong QC issues.
raw,SRR30333743,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333743,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
